content,label
"Unresponsive widget, did not work at all on my phone.",poor
"## You ""reaching out"" has not, in any way, addressed the question I asked, I'll uninstall. Thanks anyway. ## * Rather disingenuous response. When doing a local backup it informs the user that Manual backup ""will be removed in a future version"". Why would I continue using it if I will not be able to to do a local back up my data at some point ""in the future"" ? * I don't use the ""cloud"" so this will be useless to me if I can't backup locally.",poor
"2nd Edited review: The app is worst for reminders since it takes many minutes to fire. Which simply means, the app is worthless. Now the customer service told me that I'm using a cheap device, when in fact it i m using a premium budget phone. Bulls**t customer service as well since they clearly can't take the blame like a real man/woman. Bunch of frauds n scammers tryna make their customer buy their failed invention. Go fu*k urself customer service! Good luck selling nud*s coz u failed it here!",poor
"Mr. Stephen today i setted my daily schedule with remainders on this app. But any single remainder didn't rang with alarm, It doesn't notified me about my tasks & schedules.",poor
I'm better with myself nowadays. Cheers,poor
Alarms and notification is not working ...even after battery optimization being disabled...checked all the settings,poor
Thr notion of paying a monthly fee for this is laughable. I will stick with Todoist for a fre more bucks a month.,poor
Confusing and clunky.,poor
Updated and now no longer sends the task again set to daily if you dismiss the notification.,poor
"Absolutely useless, worked once then never again. Am now living in amonst my household waste like stig of the dump 👍🏻",poor
"Unable to restore,app version mismatch? I just download the app and then i make a backup copy then, uninstall and restore it back again and that what it says. Please do fix it and also make some Auto backup or Auto save features",poor
I tried it and didn't like it. It wasn't as easy to use and more complicated than needed to be.,poor
It is given reminders,poor
No reminder for tasks,poor
Sir plzzz ad some more option like Upcoming task and DONE TASK SO THAT I CAN SEE ALL DETAIL ABOUT MY UPCOMING PROJECT AND HISTORY IN SEPRATE OPTIONS OBOUT THIS And add repeat option until i will not stop or snooz the task Some time i m not able to see my mob. So if it will repeat automatically after some duration until i am not select any option And yes i know there is option about repeat i am talking abour different one like auto until i will not choose any option,poor
Unable to share to do list with another account,poor
Have been paying for premium each month for several months now and now it's not syncing across devices and its telling me to upgrade to premuin on both fone and 2nd device when iam paying for premium (pathetic)... Canceling subscription and uninstalling!,poor
Very poor application.... Repeating reminder not working...useless app,poor
"It does'nt work at all. No alarm,no notification nothing at all even after going thru all the settings. Just wonder how your app get its 4.7 rating.",poor
"**UPDATE**. I uninstalled this app. It now causes my phone to crash when I reboot-which is everyday. *******I downloaded this app because the other app I was using wouldn't always notify me. Also, they recently decided to change from an analog clock face to having to scroll (similar to a digital clock) to set the due time. I tested this app before I started copying all my tasks, but I came across a problem. When creating a repeat, there is no way to set it to do a certain day of the month (ie: the 3rd Saturday of the month, or the Last Sunday of the month). This is a big issue for me because I have certain things I want to do, but it's not always on the same date of the month. Hopefully, this can be added/changed soon.",poor
Dose not work,poor
Just a list app. You can't do anything else unless it's on a list.,poor
Too complicated and time consuming to set a task. No way to repeat on a monthly basis and specific day of the week at the same time. Not worth the time it takes to use it. Uninstalling.,poor
When i set to remind me daily it shows even in past and it doesn't remind me kindly let me know the way to set it proper,poor
Why isn't this app getting downloaded There is some issue with the app It had been recommended to me by my buddy but this thing isn't getting installed on my phone,poor
Why was I charged $1.49 for this app? I was charged 2/4/2020.,poor
"Monthly payments for a todo app? Not gonna happen, thank you.",poor
Too hard to use,poor
Lag all the time,poor
What should I do if I want more sublists ?! There is no way ! 🙁,poor
Scheduling reminder intervals does not work!!!!,poor
This app just isnt for me,poor
Usless,poor
Can only put 5 tasks before having to pay,poor
I just removed this app! I missed several events in the last couple of months because it did not notify me!!!!!,poor
Subscription only. No outright purchase. Too bad. Seems like a nice app.,poor
Used it until simple backup was premiumized. Restore wont work between different versions unless you modi-hack the file. Author would not tell you that you can do it though if you ask his help ! . Restore dont recognize my backup file at all so all my lists are basically inaccessible now. Will never install this again and I suggest anyone who values his data not to !,poor
Very pricey,poor
"Has no sign in option only export and the file won't open, so unless you have an IT friend you lose your file which meant all the stuff I put in tasks has gotten lost. If the developer revolves this is I will edit this review.",poor
The alarm doesn't work,poor
"Definitely I appropriate your hard work and this app different from all those big guys apps, but question is if someone lost the phone or uninstalled the app, what is the purpose this app?, So i'm just suggesting, > you can limit the how many task can be added by users without premium >Opt. In Ads for auto backup",poor
"I deleted a list but I still get alarms for one of the tasks in that list, even after restarting my phone.",poor
"Dont work, the best it got was the vibration notification worked. I can't get any sound at all from this app.",poor
"I removed this paid app. I missed about a dozen events over the few months I owned this. I would look at the app a few minutes after an event was supposed to pop up, and it showed that it had missed. I'm trying out Simple Calendar, which testing seems to work better.",poor
Need to make more convinient I just set 3 time alarm for the task but it didnt work,poor
I cant even get on thing on the opening page much less start a list??,poor
Bad,poor
A simple app that could not be more complicated to operate.,poor
No hourly reminder.,poor
This app is not the best.,poor
"💩👎💩👎💩👎💩 👻☠️ IMPOSSIBLE TO DELETE LIST, OR SUB LISTS (TABS)!!! ☠️👻 REGRET v2.0 UPGRADE!! 👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎",poor
"Absolutely terrible. Most unless app I have downloaded, to date.",poor
Always missing the notifications even when it is not optimized and restricted in background.,poor
No good,poor
Only get about half of the reminders,poor
"Awful hard to start, impossible to figure out",poor
"Would be nice if you could import tasks from other applications, but not only is that a problem, but importing from a previous version of Tasks is impossible too? Nevermind. I'll just stick to what I got.",poor
"Edit: I'm using this application many year since release. And i'm loved it and donate, Now you make this application subscription $15 a year? Really?? Not happy with that...",poor
"I do not like the functionality of the app. I found it is very easy to delete a sub list. But if you create a second list I could not figure out how to delete it after going through all settings. I also did not like the fact that you can only add one item within the sub list. Other people may be okay with these nuances, but for me it's not. I only use this app for about a half an hour and then deleted it.",poor
Recurrent tasks don't work,poor
Not good. Wasted time.,poor
Can't rely for reminders. No alarm comes even if I select Alarm. Because of relying on this app I missed an important task.,poor
"there are better and simple other apps which provide automatic online sync or backup feature like Micr_oso_ft's to do, and many other. why people think this app easy, it's not. I donated on this app and wasted.",poor
Over complicated,poor
Extremely unintuitive.,poor
"Garbage. The one time I can't remember if i checked the notification for taking my medication or not, there was no way to go and see which days I checked it or not. What's the point of that?",poor
"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",poor
Loved for a while. One fine day my subtasks got deleted. It was in a task for which i didn't set any due date. Bad experience.,poor
Don't use this unless you sync your tasks. The backup and restore functionality from one device to the next is bad.,poor
It'hs just too complicate to use for me,poor
pangit,poor
Too complicated,poor
"Was really enjoying this & then the notifications just stopped which is a big part of what I needed the app for:( annoying, finding a new app for this now",poor
Terrible app,poor
Worst apk reminder not work,poor
Doesn't sync to calendar,poor
Well it's broken now. I haven't messed with any settings in or out of the app and now there's no alarm. It just vibrates. I checked and it all still has the alarms and correct sounds yet it only vibrates when it shows a reminder. Why do these reminder apps always break?,poor
"Used to work ok, now, something is skrewy. Now, if I restart my phone, EVERY SINGLE task comes up as a notification, never mind of when the tasks were/are due, and the schedule I set. Now, after I dismiss tasks, they pop up again, ignoring its schedule. Also, wish app could remember which day the task is for. If you have a daily task that you complete after midnight, it thinks you completed it early and won't remind you later that day. Finally, wish app opened to an overview of all lists.",poor
Nice good,poor
"How can one trust an app that is supposed 2 help organize, when u misspell ""Organize.""",poor
doesn't allow you to do a Samsung back up and restore,poor
"Doesn't have a built-in backup and even after exporting a backup file - an error shows up. Additionally, the support email is an invalid email address. A total waist of time for setting it.",poor
i don't want to name EVERYTHING!!!!!!😣😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,poor
it was great until it disappeared. Very unhappy that I lost the app and ALL my info.,poor
"It doesn't ring the alarm at the right time. only when I open my phone, it starts ringing. useless for me because I want it to ring at the right time and remind me on my realme phone. Highly disappointed! :(",poor
I don't get a notification or any alarm after i set the due date reminder at all. I've already tried a couple of times how do i fix this. My settings also allow notifications for the app. Also how do i set widget on home screen thanks.,poor
it doesnt do any thing its gliched everytime i open it,poor
I wanted a to do list.. this is not such.. continually asking to name things unnecessarily complicated ~ KISS,poor
"Too complicated, trying to add items to a list, it keeps trying to use the item names instead to make a new list or send the old list to this.",poor
When you try to write a task and you want to set the reminder at the same time you have to make a reminder for each one and its wasting my time. If I could I would rate this app 0 stars,poor
"When I share a list with someone over messenger or sms, just the name of the list is shared, not the actual list with an ability to collaborate",poor
Swipe to delete is terrible. Takes almost 5 swipes so work rendering the app useless.,poor
"after few months it started not checking the task. I mean I check and few hours later it is unchecked. it should be cleared and the next date for the same task should be displayed, example: task 1 to date 01/jan/2019 and repeat task 1 to date 01/feb/2019. after checking the task for January the task for February should be displayed, but after some time the task for January is unchecked.",poor
my mobile is getting switched off after installing.it worked fine on 1st day of installing. please fix it,poor
"too much setup. i just want to write my notes not title & subtitle everything! on the plus side, no permissions🙂",poor
I consider it as not easy to use.,poor
USELESS. SO CONFUSING TO USE. CANT SET SIMPLE REMINDERS,poor
Reminders are not showing notifications for the past 1 week to me sir .. 😢,poor
"Thought this was a great app until I realized it doesn't get rid of the ""checked"" daily tasks to remind you of the new daily tasks... and that is exactly what I was using this for... DAILY tasks I need done. When I check ""remove checked tasks"" it does NOTHING and those checked tasks just stay there. :(",poor
Terrible!!! I'm not getting the pre alerts I set or the reminders themselves. I go in to check on upcoming reminders & see outdated ones in red that never alerted me!!,poor
"I use it for awhile then deleted 👎 It is take more time to use than other Note Apps., confusing and have no reason to keep it ⭐ Many better Note Apps out there ⭐",poor
ive tried this app 2 times. Its great but everytime i use it it installs pop up adds all over my phone. As soon as I go to open one app their is an add...not cool. I deleted it for the 3 and final time.,poor
alarms and notifications don't work which is crucial to an organiser,poor
"Looked good, but wasn't. After installing Tasks, my keyboard stopped appearing for all my apps. It was only when I removed Tasks (as a last resort) that the keyboard appeared again.",poor
"Needlessly compicated for a to do list app. try to add a new item to your list and youll accidentally add a new list. try to swipe to switch between lists and youll remove an item from your list. What did you just remove? Hard to say, cant seem to find an undo option among the numerous other options.",poor
useless,poor
"app is awesome, but in this no login facility and assign task",poor
I settled an alarm on this app. But it never popped up. This looks like a great app but please fix this. All my notifications in this app is open.,poor
This app will not update nor uninstall properly. Fix it and I'll try it again.,poor
"at the beginning was good but i wait two months later and the app keep putting back as not done reminders that i mark as done already and the other task that have date and mark as priority don't even showed me, if you can fix that ill stay with the app otherwise i will keep looking... sadly the only remid app that work good was the apple one but i don't have iphone anymore so? came on please make this one work",poor
Unable to manage easily.. complicated,poor
"Date, no time.",poor
it was alright in the beginning but search bar disappeared after adding my tasks. guess there is bug who can't handle long task list. not recommending.,poor
Notifications only come up when you come app,poor
"I set a reminder to do a task daily at a certain time, however, this app does not retain the same time on the daily reminders. it will remind you and set the task to do but at an earlier time.",poor
Tried making a simple to do list. Was gone when I went back later,poor
App is very buggy. Completed tasks keep showing up as not completed. Notification alarm won't work. Uninstalling.,poor
Sucks,poor
I am not able to set the time . It is automatically taking the remainder timing,poor
NO INSTRUCTIONS I can't even get started because there are no instructions. I put in list title groceries and that's it when I try to make a list it asks for sub titles won't let me even start a list just sends ya in circles DELETE DELETE,poor
Hard to set up,poor
After a week my tasks never showed up. Completely stopped working 👍,poor
Does not work,poor
"Do not have the account sync feature, how we backup data when we change device ?!",poor
Doesn't even have a repeat feature,poor
It's takes a lot of space,poor
It's too difficult to understand,poor
"Downloaded the ap. Created a title for the list but then there wasn't any option of anything. The ""list"" disappeared and there were no instructions or help features to actually create the list items. The title vanished anx the s reen was lanm.couldnt then find the ""list"" anywhere...no list, no title, nothing. Stupid.",poor
Horrible it wouldnt even let me make a note,poor
The notificafions are not working,poor
"Can't Make Backups for Task Lists , This Feature is Paid, We Have to Buy Subscription Plan + Donate Atleast 100₹ for it. 😠",poor
It failed to notify me for the first time. I set up recurring monthly notifications for my bills and it was working perfectly. I'm two days late for a bill payment now.😣,poor
"Needs to be more user friendly , looked for a set reminder but could not find one , too many options for me .",poor
Horrible set up,poor
"Thank u, but what I actually want to know is what settings I must use to let the app pop up on the screen even if the screen is locked. Thanks.",poor
"Confusing!!, i want to like this app, but as an aspie, im finding it confusing to navigate, considering deleting 😥",poor
"Simple app with a fancy design. I like it in general, but what drives me nuts is a huge lagging when my mobile network and location service are switched on. Without it the app works almost smoothly. I don't know what data do you guys always gather from my phone, but I would appreciate some optimization on that",poor
"Paid for premium. Settings had reflected that I am using paid version up until the most recent update. Now it says ""Upgrade to Premium"". What is going on?",poor
"The backup feature does not work. I am stuck having to copy over 1000 items in my lists manually. I understand syncing is a premium feature, but the backup feature is not and I wish I hadn't bothered with this app in the first place. Edit: In response to your comment, my problem isn't the fact that I want premium features for free, it is the fact that I downloaded this app knowing that it had a free backup feature built-in, which is the main reason I chose this app. Your response shows a lack of professionalism, and frankly, maturity. The premium features do not include a back-up feature, but rather a syncing feature, which doesn't suit my needs. Your app is not the value of a free coffee. The premium features cost $20.99 for a subscription, not a one-time fee. The app accepts donations, but it's also for profit. The description of the app and it's features are misleading, and this is why I am giving you a negative review.",poor
Cyumbersome,poor
It’s not that good as much as I thought before I downloaded it. It never sent me notifications or alarms. I missed my two events because of this. 😭😭,poor
Nice app for remainders,poor
The app no longer reminds me of tasks and keeps bringing up ones marked complete.,poor
"Thanks, but it now has gone wrong being unable to alert and no alarm at all. Please advise if this app is still ok to keep!!!?",poor
This app sometimes missed important tasks and didn't notify.,poor
Not at all use ... Its not remainding with alarming then whats is the use of remainder app... Its only alarming while we open the app... Not usefull at all,poor
"Widget unresponsive. Boy, I am incredibly unlikely. I am the ONLY one to ever experience this! It must just be me.",poor
"There is no way to create repeated scheduled tasks. I already have Google calendar for what this does. Its nicer looking but I don't need what I already have. EDIT. in response: no it's not easy. And honestly, the app has so many more issues. Deleting things is difficult, but making mistakes in organization is easy. Organization is not great on this app. I don't like your app guys. I dont know who it's good for, but its not me. But I appreciate the slight on my post.",poor
Good 😶👏👍,poor
Terrible. I've missed so many reminders despite adding it to unmonitored apps and not being on power saver. I give up.,poor
Mlm,poor
My alarm isn't ringing please help. Everything else is fine,poor
"Loses task lists on Premium - Don't upgrade So annoyed. loved and recommended this app til I upgraded 2 weeks ago. Got a new phone & realised tasks weren't backed up to my GMail account (annoying). Copying the lists over wasn't easy either (annoying). Paid for the upgrade, have now lost 3 of my lists...vanished from menu. No reason, not deleted and not in deleted items. Can't find out how to sign out or cancel premium account. Use the basic option and don't change your phone!",poor
Go,poor
"Good idea for an app, but I uninstalled due to overcomplicated interface. For example, there are 2 ""+"" symbols, neither of which are self-explanatory (is it for a sub list of main list or another sub list category. I'd prefer there to be words there to explain what they mean and, additionally, a description of what list you're working under after you enter a list. I need an app that's unobtrusive but yet daily I can easily view my to do lists and subgoals.",poor
I like the Apple task app way better.,poor
"The star rating & my comment are only for the move capability. The order within the list can't be easily rearranged. Move to top and move to bottom is the only option. There's another move which tries to move the task to the same list if you have only one list. What is needed is a simple drag and drop of a task to a different order. The 2nd option is to have only 'Move' upon touch and hold, and then pop up a sub menu. This sub menu can have up / down arrow and other move choices.",poor
"It's just okay, it's too easy to delete tasks on accident and it puts it in backwards",poor
Feel like can add calender,poor
The 1st action the app wants is to name a list. What am I listing and why would I name it? What I'm looking for is a reminder with an alarm using the ringtones already on my phone to remind me of important events. This app doesnt seem to function that way. I dont know what I'd use this app for.,poor
Reminder notification not on time for about an hour so it is inconvenient,poor
"I loved this app at first, but now when I change my task dates/times, it doesn't actually change them, and continues to alert me at the original time even though I've clearly changed it. It's very annoying.",poor
No subscription tank you. Please full price. I no lack forever.,poor
While swiping towards right the tasks are getting deleted. At least it should ask for confirmation whether the delete is happening accidentally or we really want to delete.,poor
"YOUR CONDESCENDING ATTITUDE IS NOT HELPING YOR CASE. There is a sublist reorder but NOTHING for the MAIN LIST. THERE IS NO SORT OF ANY KIND says sort by DO DATE or lets you PICK WHAT TO SORT BY, A LOGIC CHOICE. Completed tasks NEED TO CHANGE IMIEDIATELY so you KNOW IT'S COMPLETED & next month IS SET. I DIDN'T SAY IT WASN'T SIMPLE. The INTERFACE is NOT VERY INTUITIVE. I DID LOOK AT HELP & THERE is LITTLE FOR THE MAIN LIST. YOU ARE very IRRITATING so I am going to try other choices.",poor
"Almost what i need, except there's no option to set a start & end time with reminder for the start. So it's useless (for me).",poor
Not able to install on more than two devices. I found this frustrating as I had one phone stolen and another broke. Now I can’t download on my new phone because it’s already on the other with my main email. Does not allow another email. Not too pleased about this.,poor
"I really want to love this app but it won't even let me select PM so its constantly telling me its past the due date, which makes the app very useless to me.",poor
Dont this app have repeat task feature?,poor
"i like how its organized and how many choices and the customization. but, i set alarms and keep in mind, i have all permissions on, and it didnt go on my screen, so i missed a very important meeting.",poor
"While changing list, by scrolling right to left, task get deleted, it's very confusing",poor
Keeps me on top of things,poor
"Not sure why everyone's given this such high reviews. The reminders don't work for me, which makes the whole point of having this app useless",poor
"Would like to assign priority rating to each task (A=do it soon, B=do it later, C=low priority, Z=take it off the list)",poor
"App is unable to manage Recurring Tasks. App has almost everything, but it fails on managing recurring task. After setting the task to be of Repeat type, marking task Completed for a specific day is marking entire task as completed..!!! And for this only reason, I had to uninstall. Please make necessary changes and inform.",poor
Hard to use,poor
Useful.,poor
Too complicated to save and add.,poor
Had high hopes for this because it had everything I wanted but the completed tasks that I keep putting as completed come back the next day which is just irritating. Have tried all the settings to get of it but I can't and can't be bothered to persevere anymore,poor
why would tasks be tabs instead of a list? the whole screen is empty and you make us scroll tabs :O,poor
"I actually really like this app but one of the biggest features that needs to work properly for my routines is repeating reminders. I set reminds for monthly bills such as rent, and set it to repeat ""monthly"". But when I complete the task, it uncompletes itself the very next day WITHOUT setting the reminder to the next month. Basically if i set it to November 1st, it tries to remind me again, daily, on november 1st. It doesn't work. I love the app but the most important feature is broken sadly.",poor
"Cancel means stop the action...not throw away all the notes I just made...sorry but this was suppse to save time not waste ideas and planning...poor comms from app on a normalized UI function. First go and really turned me off, could be lots more awesome, but things like this and not being able to recover the info quickly then...not acceptable when doing business tasks nowadays.",poor
Switching from one list to another stinks. Otherwise helpful,poor
Useless. No nesting,poor
Not Working On Xperia E1!,poor
I don't understand why it's not letting me type in it. It gets hanged everytime. I meant that amake ora onek birokto kortese....sorry I speak only Bahamian,poor
It was okay but when I tried to set a reminder for 15 minutes from now it said reminders set in the past will not show. That is extremely inconvenient and annoying . I tried setting it for 15 minutes from now but didn't work. Would have given five stars if it wasn't for this issue,poor
"Tasks that repeat more than once daily dont work, if you have something that is twice a day you have to have two separate tasks. If you leave a task pending until the following day and complete it, it will never work again.",poor
Decent app but does NOT seem to be able to sync with my google calendar. Without that it is pretty useless to me. I like that sub-tasks are listed as an indent to the main task not as a seperate task.,poor
"I keep completing tasks, and the next day they open automatically again and the notification pops up. Its very irritating and confusing. What's the point of opening a completed task? Maybe you need to add an option to permanently close repeat tasks vs close them for that day",poor
PLEASE make a home screen where it shows your active main tasks allowing you to just press and view them without having to click the top left button snd select. this would be VERY convenient. thank you.,poor
"trying to switch from wunderlist and the import option doesn't work or give any assistance to troubleshoot. I just get the message ""file not found"" with nothing else to say where it's looking for the file so I can get it in the right place.",poor
i hate how you cannot open the app and see all your lists there. you have to have one open at all times and it does not show a list of your list on the home screen. deleting this app for this reason. too bad... the rest is great. but they need a home screen. they don't have one.,poor
"app maybe okay, but its very confusing to understand. I have tried about 30 min to set a simple task for a particular date, but it doesnt show up anywhere. So, i will keep looking for a more simplyfied app. Sorry.",poor
Wish I could sync it across multiple devices :(,poor
"I love nearly everything about this app, but it eats up the battery on my phone like crazy because it is always running in the background.",poor
"Recurence tasks does not work properly, otherwise I would give 4 starts.",poor
stupid auto correct,poor
cant complete subtasks through widget .. huge turn off,poor
"Using this apps, i can guarantee you will never remember one single task. Needs more improvements to be classified under reminders category.",poor
skips reminders until I pick up and check my phone. then they go off😖,poor
le partage est tres nul.... cest juste un texte envoyé a l autre...,poor
"It is not very flexible. It's a pain to make sub lists and quickly edit them. I wish when the app opened you see a list of all of your major tasks or a calendar. If these things are possible, maybe adding a tutorial feature when the app first downloads and opens would help streamline the experience.",poor
I found the white text against many of the colors very difficult to read.,poor
I'd like to know how to create home screen widgets.,poor
not so good,poor
"Not competent at scheduling. Recurring tasks are automatically ""completed"" if not checked by the scheduled time. There is no way to know if you missed it. The interface is pleasant though.",poor
complicated,poor
I uninstalled the app because it sends my phone info to the developer,poor
"just started using it, but so far so good",poor
"simple app, widget is bad (left side has a bar that ruins symmetry, also you cant remove the new task button), also, why can I change list color but cant change button color? would also be cool to preview what ""compact/cozy"" and whatnot settings do instead of having to select them one by one, leave settings, and go back in to change them again. all in all, its almost a 5 star app, but the nuissances ruin the experience a bit.",poor
"Awesome app, the only missing thing is that you can only set a date, I would like to have buttons to remind me later on the day. Or on the next day, or next week. UPDATE: No what I meant, is that I want to say remind me today and not remind me at date today at specific time. UPDATE: I would then receive the notification, at a specific time 5 hours later or something that can be altered in the settings. And also I don't want to put in a date! Look at the app TickTick has exactly what I want. :)",poor
so far the app is great. would get 5 stars if it had a tabbing feature where you can side over to each task name instead of having to go to the menu button to switch.,poor
"it was pretty good on my old phone. then when everything was ported to my new one, the app came, but not the lists I'd made. what's the point of that?! I've deleted it.",poor
"Bad experience as the events created (Ex: Birthdays, Anniversaries, etc.) in Alarm mode is working only sometimes!! In such situations, the event is just turning ""Red"" (but Alarm is not ringing) as if i missed the event...!!",poor
Does not have a recurring task feature. Useless for me.,poor
"you should have name to change date with ""yesterday"" ""today"" ""tomorrow"" (not number) on widget view",poor
Can't put cute stickers on them no cuteness on phone,poor
"To Do list apps, like this one, are not useful without the capability of using recurring tasks. Too bad because the interface is otherwise well done.",poor
"Got it primarily for reminders. It has a lot of settings for how you want your alarms or notifications, but those are pretty useless when they don't work. Didn't get a single notification to remind me of the stuff I set up.",poor
No easy way to import/export tasks in a compatible format (e.g. Google Tasks),poor
"Liked the prioritization by dragging and the highlighting, but there does not seem to be a way to create recurring tasks. That's a deal -breaker for me. I'm uninstalling",poor
"28 Oct 2018: same problem. Repeating tasks do not update and advance to next due date when completed. Checks it as done and then unchecks sometime at night with previous due date. 27 Oct 2018: After hearing back from the author, giving it another shot. Put two repeating tasks on it. See how it goes. 27 Oct 2018: This app didn't work as well for me. It would regularly uncheck tasks I'd completed or check tasks I'd not completed. The repeating task function didn't work well either.",poor
"Looking as everyone else's very +ve reviews. I seem to be the odd one out but I didn't find it straightforward. It is too easy to delete a list (on my S9 at least) with even a slight bit of a swipe. Once deleted it is lost. Why not have a 'back' or 'undo' button? Personally I don't find the heading, group, list structure particularly straightforward although I've now got used to it.",poor
Seriously? How did it get a 4.8? I can't even find an add button anywhere??? Unless i go to the top left corner? Nah. Not for me,poor
Without syncing to the cloud this todo app is unfortunately worthless. Love it otherwise and would have given it 4 or 5 stars. Please add sync since in my quest to find a good todo app this is the only one I've seen that doesn't sync anywhere between devices.,poor
I had a reminder set with a certain sound & it never went off,poor
Due Date is wonky. I made a few items on my list and the due will not change from the current day. The due date worked on other items. I don't need another app to work around.,poor
It worked for the first week. Now I can't add a task without it crashing.,poor
In this app reminder doesn't work,poor
It doesn't ring to notify me,poor
No Google tasks integration.,poor
"Repeat function does not work making the app useless as a task list. Might 
as well use my calendar. Almost missed a credit card payment because this 
app didn't repeat the task.",poor
"Repeat function doesnt work, so you can't set up tasks to be repeated 
daily.. You can basically create a list and then delete items as they are 
completed. That is all this does. Basically useless for anything other than 
a shopping list.",poor
No custom repeat frequency...,poor
"Dates and times? No such thing here Sure you can colorcode and organize and 
sort your tasks to death, but strangely enough there's no changing when a 
reminder will go off, no setting when a task is due (perhaps if you used 
this for work or a meeting), or not even the ability to set a due date for 
a task. It can be put in the details, but when time is of the essence 
you're better off using a better task app",poor
"It sounded good, so I installed it. My first task is an annual subscription 
reminder. This app doesn't offer an annual reminder so, yet again, I'd have 
to use two different apps for tasks. Why can't anyone get this right.",poor
Does this app truly have reminders?? It refused to remind me of my event,poor
"Was excited for this app. But the fact I can't change the notification 
alarm is a deal breaker.",poor
Please make it available as a widget.,poor
This was OK for a few days but now  when I open it it is just a blank screen and I have lost all my  tasks. Very annoying as these were important reminders !,poor
How do you change the alarm sound on the app?!?! It plays my wakeup sound and I hate it! I don't want to hear that all the time.....,neutral
GOOD....NEED IMPROV.,neutral
Helpful to stay on track.,neutral
The alarm sometimes goes off without showing any notification,neutral
Most of the times it worked well but sometimes the alarm goes off a few minutes late,neutral
very nice app,neutral
"Bagus, tapi di aku kayak sana aja sama google keep yang ada di hp",neutral
"good. i hope it has fiture for auto daily task, and there is report so in end of the week we can see the progress",neutral
"Was using just reminder app before this wherein, if i had kept my phone on a silent mode, then the reminder would only vibrate with notification on screen instead of the alarm tone...",neutral
Satisfactory,neutral
"Not working fully, I was wondering what happened to the reminder I set. It only notified me (of an event already passed) when I opened the app, what use is that? *Edit, dev telling me I'm ignoring faq, I can't find that when looking at the app on the play store.",neutral
"Cool,but doesn't give you a reminder.",neutral
"Kinda throws everything together. Some apps separates the days, weeks, and upcomings. After 1 day of use, there are 2 identical list that shows up and cant figure out how to get rid of one. Not very user friendly.",neutral
I wish there was a way to save what is in it to be backed up to email,neutral
I have been trying to get notification but the app doesn't send reminder notification if i keep the app opened it sends but when i close it. It doesn't send any notification. I have also removed the app from power saving but still nothing. Can you help?,neutral
"Hello. Since last one year i am using this app. It is good nice, but it has a issue on my mobile; I doesn't remainder me when i have set a reminder on a particular date and time, It just shows read. Many times i missed many works. Plz i hope u will fix it.",neutral
Awesome,neutral
DISCOVER FOR YAW SELF HOMIE ♡♡X MAS!!?,neutral
"Great app, no ads, no pro features. Unfortunately latest releases are heavier a slower. It takes few seconds to switch from portrait to landscape (and viceversa), same orientation switch in Firefox (that is a far more complex operation due to web page redraw) is almost instantaneous.",neutral
The alarm of reminders did not ring if the application is not opened. Then I removed the app from battery optimization list. Now it works.,neutral
"Nice App but, Reminder issue: *Vibrates only * Bell doesn't ring.",neutral
Works perfectly it is easy to use 10/10,neutral
For the specificities. It help me to order what i have to do. So great. Thank,neutral
I don’t know why it missed some alarm. UI design is great. But i missed some imp task cause of this missed alarm prob,neutral
Everything is okay but it doesn't notify on time. I missed an important event because of this bug. I've used other apps on Play Store and all of them have the same problem. Some of them don't notify when the screen is locked. None of them are perfect. At times the app notifies me only after I open it.,neutral
Why google sync is not available?,neutral
I loved this app before but now for some reason notifications do not pop up and I'm missing out on really important reminders.,neutral
Is there not a way to open it on a desktop? Please add that feature Update: other apps offer the same feature without making you upgrade to premium - I rather see more ads than have to pay for that simple feature,neutral
Good,neutral
In free version no backup option.,neutral
Alarm doesn't work fine,neutral
Good,neutral
Still figuring it out but yea it's been helpful and I'm glad I can cross off what has been done.,neutral
I'll learn more.,neutral
Widget is not working properly with nova launcher.. Every time you have to open the app to add new task after clossing the app by recent apps.,neutral
Not sure if it offers the option to have a list displayed on your home page which is what I am looking for,neutral
"Very help, has helped to break my task into several categories that has enables me to be more organized.",neutral
Was good for years until it suddenly stopped working & all my tasks gone. Update didn't fix it. Uninstall....,neutral
Pretty good reminder app. The recurring reminders don't seem to work very well though. I'll get a reminder for the first occurrence and then nothing for any of the following events. There doesn't appear to be a way to acknowledge the original alarm without deleting it or marking the entire series as complete.,neutral
I love how simple the app is. I do wish it was more customizable. The background is just plain white. I'd like to add my own wallpaper to the background.,neutral
Visually appealing.,neutral
I don't rent apps. I will pay a price to use it but Walmart doesn't charge by the month or year for pants. Yes I would prefer ads.,neutral
"I didn't have high expectations when I downloaded the app, especially based on this lame app icon (sorry but it's true). I really liked the functionality, I hope there will be more customization in terms of fonts, background colors, text colors, category colors, categories shown as a vertical or horizontal lists or general view - the app would be amazing. Also I would be willing to pay for this app when it's more customizable but ONLY a flat rate, I'm sick of subscriptions! The feel so forced!",neutral
